energy,accept,accept4,access,alarm,arch_prctl,bind,brk,clock_gettime,clock_nanosleep,clone,close,connect,execve,fcntl,flock,fsync,ftruncate,futex,getcwd,getdents64,geteuid,getpeername,getpid,getppid,getrandom,getrusage,getsockname,getsockopt,gettimeofday,getuid,ioctl,kill,listen,lseek,madvise,mkdir,mlock,mmap,mprotect,msync,munmap,newfstatat,openat,perf_event_open,pipe2,prctl,pread64,preadv,preadv2,prlimit64,pselect6,pwritev,pwritev2,read,readv,recvfrom,rmdir,rseq,rt_sigaction,rt_sigprocmask,sched_getaffinity,sendto,set_robust_list,set_tid_address,setpgid,setsockopt,shutdown,sigaltstack,socket,statfs,sysinfo,times,truncate,umask,uname,unlink,wait4,write,writev
50.39,12,0,0,0,0,0,3,1348,4,12,275,0,0,0,1,0,16,1543,1,54,0,7,72,0,0,15,49,28,988,0,0,0,0,1,22,0,0,9,9,0,29,98,246,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,687,0,0,16,0,0,2,0,113,0
50.43,12,0,0,0,0,0,2,1361,4,12,272,0,0,0,1,0,12,1552,0,52,0,7,69,0,0,15,49,28,979,0,0,0,0,0,22,0,0,9,9,0,29,83,243,0,0,10,0,0,0,7,0,41,0,398,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,689,0,0,12,0,0,2,0,113,0
51.26,12,0,0,0,0,0,3,1386,4,12,275,0,0,0,1,0,16,1603,1,58,0,7,72,0,0,15,49,28,1004,0,0,0,0,1,22,0,0,9,9,0,29,102,248,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,45,16,0,0,0,0,28,0,13,0,689,0,0,16,0,0,2,0,113,0
53.23,12,0,0,0,0,0,0,1305,4,12,277,0,0,0,1,0,14,1558,0,56,0,7,73,0,0,15,49,28,987,0,0,0,0,0,22,0,0,9,9,0,29,83,245,0,0,10,0,0,0,7,0,49,0,393,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,688,0,0,14,0,0,2,0,119,0
48.25,12,0,0,0,0,0,1,1280,4,12,261,0,0,0,1,0,12,1535,0,56,0,7,69,0,0,14,49,28,964,0,0,0,0,0,22,0,0,9,9,0,29,81,231,0,0,10,0,0,0,6,0,41,0,372,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,642,0,0,12,0,0,2,0,112,0
49.76,12,0,0,0,0,0,1,1308,4,12,275,0,0,0,1,0,12,1566,0,56,0,7,73,0,0,15,49,28,996,0,0,0,0,0,22,0,0,9,9,0,29,84,245,0,0,10,0,0,0,7,0,41,0,398,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,689,0,0,12,0,0,2,0,112,0
48.37,12,0,0,0,0,0,3,1262,4,12,263,0,0,0,1,0,16,1510,1,58,0,7,70,0,0,14,49,28,949,0,0,0,0,1,22,0,0,9,9,0,29,93,234,0,0,10,0,0,0,19,0,41,0,374,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,642,0,0,16,0,0,2,0,113,0
50.03,12,0,0,0,0,0,4,1301,4,12,277,0,0,0,1,0,12,1561,1,58,0,7,74,0,0,15,49,28,996,0,0,0,0,1,22,0,0,9,9,0,29,97,247,0,0,10,0,0,0,19,0,41,0,398,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,689,0,0,12,0,0,2,0,113,0
50.49,12,0,0,0,0,0,3,1292,4,12,277,0,0,0,1,0,16,1548,1,58,0,7,74,0,0,15,49,28,996,0,0,0,0,1,22,0,0,9,9,0,29,98,248,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,687,0,0,16,0,0,2,0,113,0
49.2,12,0,0,0,0,0,1,1261,4,12,257,0,0,0,1,0,12,1514,0,52,0,7,68,0,0,14,49,28,949,0,0,0,0,0,22,0,0,9,9,0,29,79,229,0,0,10,0,0,0,7,0,41,0,372,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,644,0,0,12,0,0,2,0,112,0
50.01,12,0,0,0,0,0,3,1277,4,12,277,0,0,0,1,0,16,1523,1,58,0,7,74,0,0,15,49,28,992,0,0,0,0,1,22,0,0,9,9,0,29,100,248,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,690,0,0,16,0,0,2,0,113,0
49.31,12,0,0,0,0,0,3,1259,4,12,263,0,0,0,1,0,12,1508,1,58,0,7,69,0,0,14,49,28,955,0,0,0,0,1,22,0,0,9,9,0,29,98,232,0,0,10,0,0,0,19,0,41,0,374,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,642,0,0,12,0,0,2,0,113,0
49.27,12,0,0,0,0,0,3,1285,4,12,277,0,0,0,1,0,16,1552,1,58,0,7,74,0,0,15,49,28,988,0,0,0,0,1,22,0,0,9,9,0,29,102,248,0,0,10,0,0,0,19,0,41,0,398,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,689,0,0,16,0,0,2,0,113,0
46.58,12,0,0,0,0,0,1,1281,4,12,263,0,0,0,1,0,14,1536,0,56,0,7,69,0,0,14,49,28,958,0,0,0,0,0,22,0,0,9,9,0,29,80,231,0,0,10,0,0,0,7,0,49,0,367,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,642,0,0,14,0,0,2,0,119,0
48.2,12,0,0,0,0,0,1,1258,4,12,261,0,0,0,1,0,12,1517,0,56,0,7,69,0,0,14,49,28,952,0,0,0,0,0,22,0,0,9,9,0,29,81,231,0,0,10,0,0,0,7,0,41,0,372,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,642,0,0,12,0,0,2,0,112,0
50.07,12,0,0,0,0,0,1,1285,4,12,261,0,0,0,1,0,12,1538,0,56,0,7,69,0,0,14,49,28,969,0,0,0,0,0,22,0,0,9,9,0,29,81,231,0,0,10,0,0,0,7,0,41,0,371,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,644,0,0,12,0,0,2,0,112,0
51.09,12,0,0,0,0,0,1,1303,4,12,273,0,0,0,1,0,16,1557,0,56,0,7,73,0,0,15,49,28,987,0,0,0,0,0,22,0,0,9,9,0,29,84,245,0,0,10,0,0,0,7,0,41,0,397,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,687,0,0,16,0,0,2,0,112,0
49.59,12,0,0,0,0,0,3,1285,4,12,276,0,0,0,1,0,12,1537,1,58,0,7,72,0,0,15,49,28,997,0,0,0,0,1,22,0,0,9,9,0,29,97,248,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,45,16,0,0,0,0,28,0,13,0,688,0,0,12,0,0,2,0,118,0
50.53,12,0,0,0,0,0,3,1291,4,12,275,0,0,0,1,0,16,1541,1,58,0,7,74,0,0,15,49,28,994,0,0,0,0,1,22,0,0,9,9,0,29,98,248,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,689,0,0,16,0,0,2,0,113,0
51.55,12,0,0,0,0,0,1,1316,4,12,275,0,0,0,1,0,12,1600,0,56,0,7,72,0,0,15,49,28,996,0,0,0,0,0,22,0,0,9,9,0,29,84,245,0,0,10,0,0,0,7,0,41,0,398,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,689,0,0,12,0,0,2,0,112,0
49.52,12,0,0,0,0,0,3,1260,4,12,277,0,0,0,1,0,16,1508,1,58,0,7,74,0,0,15,49,28,972,0,0,0,0,1,22,0,0,9,9,0,29,101,246,0,0,10,0,0,0,19,0,41,0,400,0,0,0,0,0,46,16,0,0,0,0,28,0,13,0,690,0,0,16,0,0,2,0,114,0
50.54,12,0,0,0,0,0,1,1280,4,12,261,0,0,0,1,0,12,1540,0,56,0,7,69,0,0,14,49,28,963,0,0,0,0,0,22,0,0,9,9,0,29,81,231,0,0,10,0,0,0,7,0,41,0,371,0,0,0,0,0,46,14,0,0,0,0,28,0,13,0,643,0,0,12,0,0,2,0,111,0
51.51,12,0,0,0,0,0,1,1305,4,12,275,0,0,0,1,0,16,1565,0,56,0,7,73,0,0,15,49,28,996,0,0,0,0,0,22,0,0,9,9,0,29,84,244,0,0,10,0,0,0,7,0,41,0,398,0,0,0,0,0,46,15,0,0,0,0,28,0,13,0,688,0,0,16,0,0,2,0,111,0
