energy,accept,accept4,access,alarm,arch_prctl,bind,brk,clock_gettime,clock_nanosleep,clone,close,connect,execve,fcntl,flock,fsync,ftruncate,futex,getcwd,getdents64,geteuid,getpeername,getpid,getppid,getrandom,getrusage,getsockname,getsockopt,gettimeofday,getuid,ioctl,kill,listen,lseek,madvise,mkdir,mlock,mmap,mprotect,msync,munmap,newfstatat,openat,perf_event_open,pipe2,prctl,pread64,preadv,preadv2,prlimit64,pselect6,pwritev,pwritev2,read,readv,recvfrom,rmdir,rseq,rt_sigaction,rt_sigprocmask,sched_getaffinity,sendto,set_robust_list,set_tid_address,setpgid,setsockopt,shutdown,sigaltstack,socket,statfs,sysinfo,times,truncate,umask,uname,unlink,wait4,write,writev
46.75,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9102,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9104,0,1,1,258,78,0,12,182,694,13,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9223,0
46.82,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9576,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9578,0,1,1,257,78,0,12,182,695,14,2,12,0,0,0,38,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9697,0
47.11,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9875,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9877,0,1,1,257,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,578,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9993,0
47.07,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,10027,3,1,1,75,4,0,12,3,3,2,0,0,7,3,20,1,0,10029,0,1,1,258,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,10146,0
46.8,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9383,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9385,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9505,0
47.11,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9039,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9041,0,1,1,257,78,0,12,182,694,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9161,0
47.13,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9530,0,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9532,0,1,1,257,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9651,0
47.23,0,0,72,4,4,0,16,3,1,4,540,3,8,3,6,9436,0,1,1,75,4,0,12,3,3,2,0,0,7,3,19,1,0,9438,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9557,0
47.23,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9127,0,1,1,75,4,0,12,3,3,2,0,0,7,3,20,1,0,9129,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,580,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9249,0
47.07,0,0,72,4,4,0,16,3,1,4,541,3,8,3,6,9372,3,1,1,76,4,0,12,3,3,2,0,0,7,3,20,1,0,9374,0,1,1,258,78,0,12,182,695,14,2,12,0,0,0,39,0,5,0,579,0,0,1,2,32,3,1,3,4,2,2,0,0,1,3,7,7,1,3,1,1,1,3,9494,0
